"customer_id","date_most_recent","recency_days","order_count","revenue","R_score","F_score","M_score","RFM_score"
7614,2020-10-15,156,6,3675,2,3,4,234
7620,2020-03-06,379,7,1959,1,3,4,134
7636,2020-10-04,167,6,2160,2,3,4,234
7643,2020-02-27,387,8,2611,1,4,4,144
7657,2019-12-02,474,7,1907,1,3,4,134
7669,2020-08-07,225,10,3281,2,4,4,244
7689,2020-10-06,165,8,1367,2,4,3,243
7697,2020-10-03,168,10,3927,2,4,4,244
7713,2020-09-08,193,10,2811,2,4,4,244
7730,2020-08-01,231,9,3528,2,4,4,244
7762,2020-06-11,282,9,2214,2,4,4,244
7763,2020-07-15,248,9,885,2,4,2,242
7782,2020-06-06,287,8,2063,1,4,4,144
7803,2019-11-24,482,8,5027,1,4,4,144
7811,2020-09-15,186,7,2470,2,3,4,234
7813,2020-05-12,312,6,3595,1,3,4,134
7825,2020-06-18,275,10,3230,2,4,4,244
7838,2020-06-12,281,9,516,2,4,2,242
7860,2020-09-09,192,8,783,2,4,2,242
7885,2020-07-15,248,9,3000,2,4,4,244
7888,2020-09-02,199,8,1504,2,4,3,243
7889,2019-08-22,576,8,2970,1,4,4,144
7894,2020-08-17,215,6,3953,2,3,4,234
7897,2020-08-22,210,6,3793,2,3,4,234
7925,2020-09-06,195,8,2196,2,4,4,244
7943,2020-01-30,415,8,1960,1,4,4,144
7947,2019-11-30,476,8,3158,1,4,4,144
7949,2020-06-03,290,6,3742,1,3,4,134
7954,2020-09-01,200,7,5331,2,3,4,234
7962,2020-06-03,290,6,2530,1,3,4,134
7990,2020-08-09,223,7,1843,2,3,4,234
7991,2020-06-18,275,10,3281,2,4,4,244
7996,2020-05-16,308,9,1406,1,4,3,143
8005,2019-10-11,526,8,1305,1,4,3,143
8008,2020-07-09,254,9,4620,2,4,4,244
8011,2020-08-24,208,7,1946,2,3,4,234
8021,2020-08-26,206,8,1369,2,4,3,243
8024,2020-08-22,210,12,3732,2,4,4,244
8047,2020-09-28,173,9,2604,2,4,4,244
8063,2020-08-29,203,8,2709,2,4,4,244
8066,2020-04-09,345,9,2449,1,4,4,144
8069,2020-07-08,255,8,1681,2,4,3,243
8072,2020-04-15,339,8,1268,1,4,3,143
8102,2020-03-22,363,8,1205,1,4,3,143
8111,2020-02-17,397,6,2851,1,3,4,134
8137,2020-05-22,302,7,2243,1,3,4,134
8145,2020-08-10,222,6,1834,2,3,4,234
8146,2020-09-28,173,9,6064,2,4,4,244
8170,2020-02-15,399,11,1817,1,4,3,143
8204,2020-08-21,211,8,7046,2,4,4,244
8212,2019-12-31,445,6,2701,1,3,4,134
8223,2020-09-19,182,13,5285,2,4,4,244
8224,2020-09-28,173,8,1889,2,4,4,244
8231,2020-09-25,176,9,879,2,4,2,242
8241,2020-05-27,297,8,1901,1,4,4,144
8271,2020-10-14,157,8,4588,2,4,4,244
8277,2020-08-31,201,7,3014,2,3,4,234
8289,2020-10-14,157,8,1559,2,4,3,243
8303,2020-09-20,181,7,6635,2,3,4,234
8324,2020-08-27,205,8,859,2,4,2,242
8333,2020-09-22,179,8,809,2,4,2,242
8353,2020-07-28,235,8,2301,2,4,4,244
8366,2020-08-26,206,6,3356,2,3,4,234
8379,2020-08-02,230,8,1671,2,4,3,243
8402,2020-02-25,389,7,2948,1,3,4,134
8409,2020-08-03,229,8,2866,2,4,4,244
8420,2019-11-03,503,8,1006,1,4,3,143
8424,2020-08-03,229,9,1000,2,4,2,242
8435,2020-08-28,204,8,4960,2,4,4,244
8445,2020-07-29,234,8,503,2,4,2,242
8450,2020-09-27,174,9,1635,2,4,3,243
8503,2020-08-23,209,11,1609,2,4,3,243
8535,2020-01-09,436,6,3720,1,3,4,134
8549,2020-05-17,307,8,2193,1,4,4,144
8556,2020-09-27,174,9,1274,2,4,3,243
8572,2020-08-18,214,10,1615,2,4,3,243
8575,2020-09-10,191,6,2285,2,3,4,234
8606,2020-09-19,182,10,1374,2,4,3,243
8634,2020-08-20,212,10,3992,2,4,4,244
8641,2020-09-07,194,6,2102,2,3,4,234
8659,2020-07-06,257,12,3074,2,4,4,244
8661,2020-08-03,229,10,3045,2,4,4,244
8667,2020-09-17,184,10,4292,2,4,4,244
8672,2020-08-30,202,6,1984,2,3,4,234
8676,2020-10-09,162,9,758,2,4,2,242
8709,2019-12-24,452,8,2783,1,4,4,144
8722,2020-04-18,336,8,4047,1,4,4,144
8728,2020-09-30,171,10,1663,2,4,3,243
8734,2020-07-29,234,11,2955,2,4,4,244
8752,2020-09-19,182,8,800,2,4,2,242
8753,2019-06-12,647,6,3915,1,3,4,134
8764,2020-08-06,226,9,1234,2,4,3,243
8782,2020-04-20,334,8,1924,1,4,4,144
8783,2020-08-09,223,7,1918,2,3,4,234
8804,2020-03-25,360,9,4145,1,4,4,144
8823,2020-08-20,212,8,840,2,4,2,242
8880,2020-05-23,301,7,3070,1,3,4,134
8894,2020-05-24,300,8,1361,1,4,3,143
8899,2020-09-29,172,6,3032,2,3,4,234
8901,2020-07-31,232,8,3907,2,4,4,244
8909,2020-02-04,410,10,1412,1,4,3,143
8912,2020-06-22,271,8,1868,2,4,4,244
8941,2020-07-31,232,9,1222,2,4,3,243
8942,2020-07-10,253,8,2291,2,4,4,244
8982,2020-06-21,272,8,1470,2,4,3,243
8989,2020-07-13,250,7,3170,2,3,4,234
8995,2020-09-27,174,7,3154,2,3,4,234
9010,2020-08-28,204,10,2538,2,4,4,244
9016,2019-12-02,474,10,3479,1,4,4,144
9018,2020-08-31,201,6,4145,2,3,4,234
9049,2020-04-26,328,7,5663,1,3,4,134
9064,2020-07-01,262,11,2653,2,4,4,244
9065,2020-09-27,174,10,1386,2,4,3,243
9086,2020-05-11,313,7,2485,1,3,4,134
9103,2019-11-17,489,10,2161,1,4,4,144
9111,2020-09-11,190,8,1378,2,4,3,243
9119,2020-09-09,192,6,2241,2,3,4,234
9131,2020-09-29,172,9,1027,2,4,3,243
9132,2020-07-12,251,9,3228,2,4,4,244
9148,2020-09-06,195,7,2910,2,3,4,234
9149,2020-01-22,423,6,5599,1,3,4,134
9150,2020-10-02,169,10,1184,2,4,3,243
9154,2020-04-19,335,6,1947,1,3,4,134
9178,2020-09-25,176,8,650,2,4,2,242
9206,2020-10-13,158,11,3994,2,4,4,244
9211,2020-10-13,158,8,567,2,4,2,242
9219,2020-09-23,178,7,2351,2,3,4,234
9221,2020-09-30,171,12,3098,2,4,4,244
9231,2020-05-27,297,6,1912,1,3,4,134
9255,2020-07-22,241,7,2150,2,3,4,234
9265,2020-08-18,214,14,7161,2,4,4,244
9271,2020-06-02,291,9,3261,1,4,4,144
